STL loaded: 61329 triangles
Dimensions: X[-0.475..1.102] Y[-0.390..0.343] Z[-0.503..0.779] m

=============================================================
    TURBO MONSTER 1.3L TRIPLE тАФ COMBAT SIMULATION
    2-Stroke | Turbo | Direct Injection | ALS Active
=============================================================
Time(s) | RPM   | Boost | EGT(C) | Wf(g/s) | Power(kW) | Torque(Nm) | Mode
-----------------------------------------------------------------
   0.0 |     1 | 1.01 |  227 |    0.06 |      0.0 |      0.0 | G0   0km/h | OFF
  16.7 | 12498 | 1.27 |  465 |    9.35 |     11.9 |      7.0 | G4 584km/h | ALS-SPOOL
  16.8 | 12498 | 1.27 |  464 |   10.49 |     22.4 |     15.0 | G4 584km/h | ALS-SPOOL
  16.9 | 12497 | 1.27 |  464 |   12.29 |     39.2 |     27.7 | G4 584km/h | ALS-SPOOL
  17.0 | 12497 | 1.27 |  463 |   13.60 |     51.4 |     37.0 | G4 584km/h | ALS-SPOOL
  17.1 | 12498 | 1.27 |  463 |   14.55 |     60.3 |     43.8 | G4 584km/h | ALS-SPOOL
  17.2 | 12498 | 1.27 |  463 |   15.25 |     66.8 |     48.8 | G4 584km/h | ALS-SPOOL
  17.3 | 12498 | 1.27 |  463 |   15.76 |     71.6 |     52.4 | G4 584km/h | ALS-SPOOL
  17.4 | 12499 | 1.27 |  462 |   16.13 |     75.0 |     55.0 | G4 584km/h | ALS-SPOOL
  17.5 | 12500 | 1.27 |  525 |   16.40 |    111.6 |     82.9 | G4 584km/h | ALS-SPOOL
  17.6 | 12499 | 1.27 |  468 |    3.59 |      2.3 |      0.0 | G4 584km/h | ALS-SPOOL
  17.7 | 12499 | 1.27 |  467 |    5.56 |      2.4 |      0.0 | G4 584km/h | ALS-SPOOL
  17.8 | 12499 | 1.27 |  467 |    6.43 |      2.5 |      0.0 | G4 584km/h | ALS-SPOOL
  17.9 | 12499 | 1.27 |  466 |    7.24 |      2.5 |      0.0 | G4 584km/h | ALS-SPOOL
  18.0 | 12498 | 1.27 |  466 |    7.98 |      2.6 |      0.0 | G4 584km/h | ALS-SPOOL
  18.1 | 12498 | 1.27 |  466 |    8.67 |      5.4 |      2.1 | G4 584km/h | ALS-SPOOL
  18.2 | 12498 | 1.27 |  465 |   10.70 |     24.3 |     16.5 | G4 584km/h | ALS-SPOOL
  18.3 | 12497 | 1.27 |  464 |   12.42 |     40.3 |     28.7 | G4 584km/h | ALS-SPOOL
  18.4 | 12497 | 1.27 |  464 |   13.68 |     52.1 |     37.6 | G4 584km/h | ALS-SPOOL
  18.5 | 12498 | 1.27 |  463 |   14.60 |     60.7 |     44.2 | G4 584km/h | ALS-SPOOL
  18.6 | 12498 | 1.27 |  463 |   15.28 |     67.0 |     49.0 | G4 584km/h | ALS-SPOOL
  18.7 | 12498 | 1.27 |  463 |   15.77 |     71.6 |     52.4 | G4 584km/h | ALS-SPOOL
  18.8 | 12499 | 1.27 |  463 |   16.13 |     75.0 |     55.0 | G4 584km/h | ALS-SPOOL
